x,y,z,pid,camid
7.355428,0.20810318,10.300147,510,5
7.3494844,0.22117198,10.321181,510,5
4.157961,1.8574996,12.565225,510,6
4.14797,1.8644041,12.573238,510,6
4.146808,1.8638746,12.572995,510,6
4.132454,1.8521307,12.557126,510,6
4.138615,1.8541049,12.562733,510,6
4.147911,1.8639534,12.572156,510,6
10.231965,0.48020327,10.154499,510,7
10.234517,0.4746771,10.159334,510,7
10.235607,0.46847925,10.160687,510,7
10.241134,0.47767362,10.165977,510,7
10.240194,0.48258692,10.165838,510,7
10.224975,0.45285505,10.1493845,510,7
10.241162,0.48256892,10.16391,510,7
5.8360095,-1.2921644,12.96688,510,8
5.8374877,-1.2908669,12.965237,510,8
5.837472,-1.2899747,12.966526,510,8
5.8359175,-1.2916431,12.966324,510,8
5.835659,-1.2919358,12.966245,510,8
5.83717,-1.2900842,12.965921,510,8
5.5118546,-1.3758278,9.687156,512,1
5.520678,-1.3732485,9.686799,512,1
5.5102925,-1.3653816,9.692718,512,1
5.5057707,-1.3717334,9.692122,512,1
5.521168,-1.3565042,9.705858,512,1
5.506058,-1.3731562,9.690438,512,1
7.8546124,-3.4250934,8.587274,512,3
7.877116,-3.396292,8.56247,512,3
7.884045,-3.3811572,8.553485,512,3
7.9010925,-3.371273,8.538471,512,3
7.8820477,-3.4055135,8.571897,512,3
7.888111,-3.3814847,8.550423,512,3
8.145144,-3.9544966,9.114008,512,5
8.144527,-3.9554985,9.115715,512,5
8.155563,-3.9702604,9.130114,512,5
8.140743,-3.9537091,9.113493,512,5
8.14351,-3.9549205,9.1159935,512,5
8.107106,-3.9171839,9.080725,512,5
8.121833,-3.9299638,9.103854,512,5
11.734773,-8.950649,1.9584411,512,6
11.734185,-8.949929,1.9594976,512,6
11.736708,-8.953654,1.9538928,512,6
11.732207,-8.94705,1.9637966,512,6
11.734419,-8.95027,1.9589267,512,6
11.736544,-8.953522,1.9544967,512,6
8.217897,8.822687,0.5272004,514,1
8.2065735,8.801832,0.50572497,514,1
8.232822,8.839654,0.54563034,514,1
8.218112,8.826108,0.5324908,514,1
8.211643,8.812222,0.51740086,514,1
8.219931,8.830193,0.5379295,514,1
1.4198289,4.9236846,5.4244676,514,2
1.4138194,4.917213,5.419973,514,2
1.4241266,4.9304295,5.42572,514,2
1.419287,4.9227314,5.424489,514,2
1.415165,4.9142857,5.4231305,514,2
1.422615,4.9278083,5.425316,514,2
1.5901089,-0.15022069,5.7313175,514,3
1.5964714,-0.14325874,5.7222953,514,3
1.5967613,-0.14265162,5.720491,514,3
1.5977925,-0.14041752,5.7168264,514,3
1.5982401,-0.13993149,5.716438,514,3
1.5985814,-0.13976826,5.7165666,514,3
1.5983734,-0.14057489,5.718208,514,3
-5.1299114,5.0913353,10.482958,514,4
-5.1015887,5.062959,10.5109,514,4
-5.0998645,5.0611057,10.512321,514,4
-5.105284,5.0665784,10.508788,514,4
-5.101446,5.062814,10.511,514,4
-5.10231,5.0636716,10.510187,514,4
1.676107,0.021692634,5.4193597,514,5
1.6760979,0.020718895,5.430224,514,5
1.6688013,0.008963673,5.4420347,514,5
1.6724995,0.016171914,5.429276,514,5
1.6421342,-0.010875615,5.452296,514,5
1.6631169,-0.00089238834,5.4557686,514,5
6.4537797,-4.060614,2.4181771,514,6
6.4525223,-4.0599847,2.4187543,514,6
6.458844,-4.064498,2.41594,514,6
6.454382,-4.0605865,2.4185572,514,6
6.4535923,-4.060104,2.4188976,514,6
6.453556,-4.060554,2.4188492,514,6
1.7930213,-3.3092105,20.335255,514,7
1.7964019,-3.3114717,20.330574,514,7
1.7933861,-3.3094826,20.33475,514,7
1.7966726,-3.3116496,20.330181,514,7
1.7933142,-3.3094244,20.334856,514,7
1.7824416,-3.3022776,20.349781,514,7
1.7881473,-3.3061106,20.341866,514,7
1.4501238,-3.0823517,20.808363,514,8
1.4775987,-3.106674,20.777122,514,8
1.4707334,-3.100327,20.784653,514,8
1.4447092,-3.0778725,20.814894,514,8
1.4628953,-3.0928118,20.792912,514,8
1.4402568,-3.0715308,20.81715,514,8
2.9989073,-3.5872355,1.5591842,516,1
2.9897811,-3.5895004,1.55392,516,1
2.9979289,-3.5875196,1.5587981,516,1
3.0007548,-3.586526,1.5605122,516,1
3.0261774,-3.5723767,1.578467,516,1
3.0055375,-3.585786,1.5637078,516,1
-1.8430859,7.263147,13.249659,516,3
-1.8433996,7.2627616,13.249636,516,3
-1.8432338,7.263169,13.249109,516,3
-1.8431033,7.263103,13.249613,516,3
-1.8430806,7.2630973,13.249451,516,3
-1.8430898,7.263103,13.249614,516,3
4.2905374,-1.4622016,2.2841158,516,5
4.2667475,-1.4468273,2.3010547,516,5
4.2747483,-1.4613887,2.2930539,516,5
4.2741613,-1.4496379,2.2838714,516,5
4.2825336,-1.460969,2.2861037,516,5
4.2845044,-1.4595903,2.2806587,516,5
4.275001,-1.4556934,2.2787514,516,5
2.3758795,6.539142,-0.5724113,516,6
2.3932111,6.5590086,-0.58905786,516,6
2.4008718,6.5606117,-0.59746844,516,6
2.3941505,6.559709,-0.59009445,516,6
2.3991861,6.561511,-0.5956279,516,6
2.392117,6.560313,-0.58829856,516,6
9.731814,-0.34023893,10.169684,518,1
9.709395,-0.36055163,10.17279,518,1
9.719288,-0.34864137,10.17206,518,1
9.72812,-0.33912867,10.169566,518,1
9.71979,-0.34670365,10.171333,518,1
9.709228,-0.35510084,10.173025,518,1
5.480521,-11.374321,14.702217,518,2
5.5093107,-11.400087,14.728273,518,2
5.4830084,-11.377738,14.7051735,518,2
5.4812336,-11.377072,14.704237,518,2
5.480489,-11.375004,14.70263,518,2
5.4658403,-11.359595,14.687215,518,2
18.166744,-0.58961415,8.84017,518,3
18.170908,-0.5843436,8.841236,518,3
18.187334,-0.56699866,8.834823,518,3
18.17784,-0.5738159,8.842062,518,3
18.168352,-0.58902985,8.841402,518,3
18.150612,-0.61286485,8.837597,518,3
18.148668,-0.6099787,8.8317795,518,3
5.2606,-10.603281,14.43058,518,5
5.2621603,-10.605508,14.43241,518,5
5.271689,-10.62406,14.446134,518,5
5.246735,-10.5883465,14.416759,518,5
5.2601933,-10.603536,14.43045,518,5
5.2611256,-10.608201,14.431653,518,5
10.080362,0.023637991,10.106078,518,6
10.087988,0.037108414,10.109374,518,6
10.082521,0.029348055,10.110773,518,6
10.076433,0.015844733,10.114786,518,6
10.0877,0.028865244,10.112503,518,6
10.069944,0.0055359043,10.108869,518,6
16.109035,2.048026,1.5850052,520,1
16.110992,2.0511696,1.5822091,520,1
16.127527,2.0662665,1.5678049,520,1
16.126028,2.0636442,1.5711699,520,1
16.125917,2.0648158,1.568357,520,1
16.122034,2.0620182,1.5690074,520,1
7.692724,-12.505394,1.5010115,520,2
7.6919327,-12.50694,1.5018623,520,2
7.6943917,-12.507478,1.4995575,520,2
7.6800323,-12.521213,1.513665,520,2
7.719209,-12.498851,1.4756343,520,2
7.7076964,-12.499124,1.4862572,520,2
7.7065525,-12.503308,1.4876724,520,2
17.13214,2.7351167,1.3335603,520,4
17.125435,2.7336595,1.336232,520,4
17.114262,2.7232733,1.3443127,520,4
17.125051,2.733419,1.3360261,520,4
17.132078,2.735257,1.3330405,520,4
17.124533,2.7325847,1.3351167,520,4
16.20254,3.1193802,1.7860646,520,5
16.209826,3.1124027,1.7810258,520,5
16.199078,3.1236715,1.788624,520,5
16.199091,3.1247582,1.788753,520,5
16.199436,3.1224244,1.7883521,520,5
16.199797,3.1220987,1.7881086,520,5
16.299604,-3.994304,4.128952,520,6
16.300055,-3.9940841,4.1291766,520,6
16.300018,-3.9939225,4.129176,520,6
16.30008,-3.9940176,4.129137,520,6
16.300117,-3.9940484,4.1291103,520,6
16.299894,-3.993962,4.1291065,520,6
15.811505,1.7769246,1.9040903,520,7
15.8046,1.7708381,1.9095348,520,7
15.8073435,1.7722393,1.9078766,520,7
15.836842,1.8011848,1.8772924,520,7
15.810744,1.7761009,1.9048191,520,7
15.822695,1.7885205,1.8908113,520,7
15.810522,1.7769796,1.9035815,520,7
16.747135,2.573749,1.4535086,520,8
16.706676,2.6008966,1.4856427,520,8
16.686647,2.6146765,1.5016892,520,8
16.70213,2.6021852,1.4894693,520,8
16.697529,2.5993145,1.4926186,520,8
16.71567,2.6015632,1.4828501,520,8
3.7302272,2.5689774,9.262862,522,1
3.720286,2.5690455,9.263638,522,1
3.6207051,2.5380027,9.252045,522,1
3.6602428,2.5528743,9.273151,522,1
3.6547601,2.5609343,9.272211,522,1
3.6472015,2.5630047,9.282791,522,1
3.1599844,2.6318936,9.405188,522,2
3.1927557,2.630916,9.395512,522,2
3.1882024,2.621045,9.404228,522,2
3.1998014,2.6322494,9.395977,522,2
3.216166,2.6453707,9.381125,522,2
3.1921086,2.6334524,9.395564,522,2
12.591089,9.418551,-2.627603,522,4
12.5784855,9.4060335,-2.6402533,522,4
12.588381,9.415763,-2.630465,522,4
12.589602,9.416804,-2.6292706,522,4
12.587122,9.413332,-2.6318958,522,4
12.603201,9.430564,-2.615767,522,4
12.578529,9.405867,-2.6403065,522,4
7.7108493,4.2696433,9.636451,522,5
7.7391586,4.3045897,9.588418,522,5
7.778356,4.357834,9.590012,522,5
7.714299,4.3093143,9.694927,522,5
7.7431784,4.347678,9.67784,522,5
7.7381916,4.3224096,9.6552725,522,5
2.5950744,11.274417,7.5925436,522,6
2.5949056,11.274482,7.592653,522,6
2.5950496,11.274472,7.5924907,522,6
2.5948431,11.275517,7.59292,522,6
2.5950477,11.274804,7.592693,522,6
2.5950704,11.2743225,7.592514,522,6
9.452917,0.1738697,17.026695,522,7
9.4531,0.1740578,17.027317,522,7
9.453127,0.17399357,17.027351,522,7
9.453252,0.17479645,17.026531,522,7
9.453141,0.17399995,17.027328,522,7
9.454003,0.17243734,17.028976,522,7
11.620163,-7.017155,9.520172,522,8
11.6550255,-7.068966,9.491201,522,8
11.646202,-7.0564375,9.497555,522,8
11.640146,-7.048163,9.500204,522,8
11.623779,-7.0213943,9.516781,522,8
11.6282835,-7.0284433,9.516524,522,8
11.668312,-7.0766015,9.495827,522,8
3.9311373,-1.8880495,9.086082,524,1
3.9485106,-1.8866392,9.093843,524,1
3.9441426,-1.885248,9.090986,524,1
3.9288347,-1.8824216,9.081001,524,1
3.9437273,-1.8858668,9.090988,524,1
3.932328,-1.8735873,9.079332,524,1
1.770293,5.4825583,5.519616,524,2
1.7725756,5.4844456,5.5243053,524,2
1.7748073,5.4797406,5.537082,524,2
1.7681481,5.475228,5.524356,524,2
1.7652113,5.4696245,5.5241666,524,2
1.810171,5.5283585,5.569553,524,2
-2.2284677,-5.2662616,-1.0919865,524,3
-2.2707543,-5.3010354,-1.0646037,524,3
-2.271415,-5.301799,-1.0649538,524,3
-2.2599614,-5.290225,-1.0705328,524,3
-2.276166,-5.3034883,-1.0646757,524,3
-2.2707021,-5.3010063,-1.0651863,524,3
4.304223,-3.8256176,-3.279865,524,4
4.317783,-3.8384023,-3.2928658,524,4
4.301043,-3.8371382,-3.2875836,524,4
4.3180404,-3.8403685,-3.2941177,524,4
4.3168044,-3.8387249,-3.292773,524,4
4.3167367,-3.8379304,-3.2927318,524,4
4.3301263,-3.8406405,-3.2974093,524,4
11.877169,-9.658582,-1.5416337,524,5
11.877122,-9.658538,-1.5415282,524,5
11.876967,-9.658308,-1.5412859,524,5
11.877153,-9.658581,-1.5415881,524,5
11.877174,-9.658592,-1.5416795,524,5
11.876764,-9.657975,-1.5408249,524,5
-4.435903,5.427803,4.561893,524,6
-4.4252295,5.4203973,4.561105,524,6
-4.423427,5.41921,4.5609355,524,6
-4.423346,5.419362,4.560879,524,6
-4.4243355,5.419916,4.560916,524,6
-4.4318423,5.4255834,4.5606904,524,6
4.8421373,-3.9039493,-3.467496,524,7
4.8366947,-3.9026327,-3.4663124,524,7
4.8374395,-3.902571,-3.464596,524,7
4.8371787,-3.9028986,-3.4663768,524,7
4.854489,-3.9086368,-3.4706361,524,7
4.838807,-3.9032147,-3.4661608,524,7
2.8339355,9.177075,7.3040113,524,8
2.906671,9.212595,7.259319,524,8
2.8940785,9.20675,7.265162,524,8
2.8959656,9.2118225,7.258537,524,8
2.9150982,9.221351,7.251228,524,8
2.92956,9.200474,7.268201,524,8
2.9249134,9.196621,7.2712336,524,8
1.1886644,-6.1384163,1.2001528,526,1
1.1255751,-6.1094494,1.2663232,526,1
1.1709063,-6.134298,1.2193422,526,1
1.1711342,-6.134461,1.2189076,526,1
1.1730198,-6.130711,1.2162284,526,1
1.2014887,-6.149596,1.1870524,526,1
8.066482,-3.004526,8.321241,526,3
8.063921,-3.005297,8.323419,526,3
8.057406,-3.0252156,8.333029,526,3
8.066542,-3.0066283,8.322154,526,3
8.062548,-3.0156753,8.326824,526,3
8.0654955,-3.0092304,8.3235655,526,3
-0.12239416,9.480999,0.6711349,526,5
-0.12321022,9.490507,0.6743029,526,5
-0.12316121,9.490763,0.67429036,526,5
-0.1232175,9.491186,0.67459023,526,5
-0.123219445,9.491739,0.67473364,526,5
-0.123219766,9.49148,0.67469496,526,5
1.5649371,-7.373959,7.0133657,528,1
1.5805318,-7.3492026,6.9966817,528,1
1.5936083,-7.334513,6.9944553,528,1
1.6106637,-7.3806186,7.056356,528,1
1.6076823,-7.3611045,7.047045,528,1
1.5954016,-7.37506,7.0699563,528,1
1.6081926,-7.3628025,7.038379,528,1
1.7985731,-7.1024165,6.675708,528,2
1.7970352,-7.087036,6.666857,528,2
1.8040472,-7.0762234,6.65669,528,2
1.8141549,-7.106541,6.6633306,528,2
1.805843,-7.0983624,6.66347,528,2
1.8137332,-7.120942,6.674876,528,2
17.863794,-1.1610847,8.919893,528,3
17.87317,-1.1407524,8.910859,528,3
17.864843,-1.1559516,8.916285,528,3
17.867704,-1.1511258,8.915752,528,3
17.866299,-1.1549735,8.917204,528,3
17.86798,-1.150641,8.915584,528,3
17.976336,-0.8572063,8.811072,528,4
17.985256,-0.85734177,8.822169,528,4
17.973421,-0.8760189,8.821132,528,4
17.973223,-0.8784999,8.821521,528,4
17.9615,-0.91166496,8.8353615,528,4
17.957064,-0.9002634,8.803419,528,4
1.2897341,-7.7360163,7.162878,528,5
1.3109049,-7.7111487,7.1496024,528,5
1.292741,-7.6933365,7.168037,528,5
1.2836728,-7.7298408,7.158336,528,5
1.2941715,-7.7234097,7.1604834,528,5
1.3179581,-7.6936607,7.1547694,528,5
1.3119584,-7.704488,7.1545377,528,5
2.1747355,-7.8397245,6.852124,528,6
2.1874282,-7.85664,6.8451424,528,6
2.1953754,-7.866922,6.8430743,528,6
2.2044306,-7.875771,6.8395324,528,6
2.2151794,-7.890403,6.8314037,528,6
2.1888058,-7.861655,6.853392,528,6
-3.0740767,6.9939556,-0.8341886,528,7
-3.0739486,6.991758,-0.8335078,528,7
-3.0747159,7.0090833,-0.8389703,528,7
-3.0741081,6.9940014,-0.834176,528,7
-3.074089,6.99391,-0.83416456,528,7
-3.0740762,6.9944396,-0.8342836,528,7
1.6568944,-6.837992,6.642724,530,1
1.652163,-6.8778825,6.659773,530,1
1.6832948,-6.8832145,6.6420264,530,1
1.6543239,-6.8601933,6.6487417,530,1
1.6820363,-6.894899,6.658258,530,1
1.6742536,-6.891293,6.657781,530,1
1.7868358,-6.2800508,6.543843,530,2
1.7922293,-6.281403,6.538904,530,2
1.7874131,-6.2758737,6.5435944,530,2
1.7855924,-6.282957,6.5451164,530,2
1.7865329,-6.281985,6.544979,530,2
1.7840792,-6.2892866,6.546673,530,2
1.7832712,-6.2811713,6.5480113,530,2
2.852518,3.2057188,-5.722124,530,3
2.8526351,3.2055762,-5.722016,530,3
2.8527727,3.205471,-5.722404,530,3
2.8527386,3.2054641,-5.7222676,530,3
2.8526301,3.2052228,-5.7215314,530,3
2.8525379,3.2056015,-5.7220407,530,3
-2.237716,-5.359363,-2.8214495,530,4
-2.2377572,-5.3593726,-2.8205798,530,4
-2.237697,-5.35939,-2.8214357,530,4
-2.2377102,-5.359354,-2.821407,530,4
-2.2377105,-5.359346,-2.8214848,530,4
-2.2376857,-5.359347,-2.821502,530,4
2.4362288,-8.199312,6.7568164,530,5
2.4388883,-8.207527,6.764796,530,5
2.4626186,-8.233223,6.744544,530,5
2.46227,-8.232983,6.745029,530,5
2.4627855,-8.233185,6.7447386,530,5
2.461446,-8.233048,6.7452106,530,5
10.863427,0.9763203,-1.5187263,530,6
10.868474,0.97658956,-1.5228224,530,6
10.868822,0.9761339,-1.5224447,530,6
10.888162,0.9936298,-1.5416588,530,6
10.873496,0.9686592,-1.5211664,530,6
10.852949,0.98116153,-1.5142694,530,6
10.864472,0.9794874,-1.5213915,530,6
1.727529,-7.386054,7.383292,530,8
1.7371023,-7.3650303,7.376436,530,8
1.7158737,-7.3746376,7.337667,530,8
1.7296658,-7.367859,7.344763,530,8
1.7279671,-7.3602495,7.349154,530,8
1.7288702,-7.367744,7.354617,530,8
0.94187695,1.9365817,-3.899325,532,1
0.9241271,1.9189118,-3.917263,532,1
0.91984546,1.9144759,-3.9220598,532,1
0.9191377,1.9129629,-3.923452,532,1
0.91190416,1.9091014,-3.9282625,532,1
0.90506375,1.9008657,-3.9362714,532,1
1.7935964,2.355275,-3.391478,532,2
1.7738098,2.3281534,-3.4107325,532,2
1.792977,2.341308,-3.3991702,532,2
1.8240366,2.380878,-3.3573403,532,2
1.8061711,2.3544693,-3.3785553,532,2
1.8003595,2.3681037,-3.382824,532,2
7.7723694,1.4078676,-1.8885932,532,3
7.773278,1.408509,-1.8881309,532,3
7.7836637,1.4176707,-1.8827671,532,3
7.7662244,1.4028436,-1.8928633,532,3
7.75222,1.3892591,-1.9060717,532,3
7.7782435,1.4150981,-1.8802562,532,3
7.7670016,1.4032456,-1.8923162,532,3
-3.273055,-4.800346,9.343223,532,4
-3.2657104,-4.791558,9.35075,532,4
-3.2677977,-4.7938013,9.349548,532,4
-3.2690845,-4.795679,9.3477335,532,4
-3.2652001,-4.790745,9.353075,532,4
-3.2544677,-4.779854,9.362495,532,4
1.6229035,3.3559613,-3.4008107,532,5
1.6142625,3.3598354,-3.408618,532,5
1.6158277,3.358175,-3.4082577,532,5
1.6145378,3.3552952,-3.418136,532,5
1.6177615,3.3746705,-3.3890533,532,5
1.614319,3.3557796,-3.4092133,532,5
1.6437008,3.9277902,-4.180474,532,6
1.6375854,3.9261956,-4.170272,532,6
1.6376861,3.9264135,-4.1696734,532,6
1.6392384,3.926192,-4.172166,532,6
1.6417568,3.9285092,-4.1768875,532,6
1.6370763,3.920819,-4.163015,532,6
1.2955451,3.7600818,-3.6083221,532,7
1.296681,3.745535,-3.5934584,532,7
1.2986249,3.7489362,-3.5972042,532,7
1.300391,3.7489972,-3.5975883,532,7
1.2997289,3.7536724,-3.6012309,532,7
1.2983944,3.7482967,-3.5957355,532,7
1.3038404,3.7455122,-3.596714,532,7
6.295738,8.394558,-4.6832604,532,8
6.297537,8.396573,-4.685186,532,8
6.297413,8.396437,-4.684934,532,8
6.3132415,8.412239,-4.700935,532,8
6.291826,8.393997,-4.679457,532,8
6.297066,8.396046,-4.684315,532,8
10.662132,7.129501,9.580604,534,1
10.673796,7.1187096,9.597374,534,1
10.668856,7.1273494,9.5843315,534,1
10.67918,7.1164412,9.596886,534,1
10.673133,7.1241794,9.587472,534,1
10.683683,7.1415806,9.569644,534,1
8.019787,3.8001573,9.093629,534,2
8.03296,3.8107038,9.080672,534,2
8.031789,3.8158653,9.0846815,534,2
8.03476,3.8187232,9.079672,534,2
8.022064,3.8176649,9.080816,534,2
8.027168,3.8118064,9.074639,534,2
16.632061,-5.678588,-1.4695041,534,4
16.631105,-5.6771636,-1.4691222,534,4
16.68256,-5.7278867,-1.5207875,534,4
16.617977,-5.6638145,-1.4558682,534,4
16.6756,-5.7207994,-1.5138825,534,4
16.622879,-5.669368,-1.4607954,534,4
16.599373,-5.64625,-1.4371235,534,4
3.155973,9.692186,6.87596,534,5
3.1547036,9.69192,6.8763356,534,5
3.1494997,9.687218,6.8796873,534,5
3.1537085,9.682985,6.8842487,534,5
3.1520941,9.672915,6.9049315,534,5
3.155743,9.686771,6.882651,534,5
7.6490874,4.2215676,9.207054,534,6
7.6538973,4.210372,9.215582,534,6
7.6783037,4.216525,9.192161,534,6
7.6854873,4.2594547,9.196493,534,6
7.6524887,4.223014,9.205048,534,6
7.648129,4.2063184,9.207234,534,6
16.463219,-5.517471,-1.2983469,534,7
16.438831,-5.493343,-1.2739357,534,7
16.461073,-5.5146437,-1.2965393,534,7
16.456253,-5.510503,-1.2911215,534,7
16.399324,-5.454471,-1.2340612,534,7
16.444035,-5.498399,-1.2789372,534,7
-5.532185,4.1129794,-0.5518095,534,8
-5.5341353,4.110952,-0.5537152,534,8
-5.5368524,4.111816,-0.56252676,534,8
-5.5413857,4.103414,-0.56029534,534,8
-5.53502,4.110029,-0.5540613,534,8
-5.534855,4.1098456,-0.55376434,534,8
-5.535796,4.108511,-0.55413514,534,8
6.3606615,-0.019311843,10.542712,536,1
6.363237,-0.021488314,10.540427,536,1
6.35911,-0.02105552,10.542651,536,1
6.356695,-0.021108823,10.538739,536,1
6.3305187,0.0076149674,10.526843,536,1
6.3484106,-0.015898623,10.529902,536,1
9.264461,1.3730786,9.510893,536,2
9.263555,1.3769118,9.519312,536,2
9.281121,1.3633919,9.528126,536,2
9.257098,1.3831666,9.507375,536,2
9.282843,1.3423526,9.537777,536,2
9.266948,1.3700103,9.512057,536,2
6.754145,-0.19120345,10.769567,536,5
6.7672577,-0.17746167,10.774941,536,5
6.791539,-0.15189297,10.749624,536,5
6.735302,-0.19285105,10.755382,536,5
6.80471,-0.14027455,10.774562,536,5
6.785073,-0.15937997,10.77227,536,5
8.015149,-0.103750676,8.901785,536,6
8.033608,-0.12446897,8.881142,536,6
8.044635,-0.1352942,8.863687,536,6
8.086642,-0.17466667,8.818224,536,6
8.063818,-0.17226951,8.827435,536,6
8.070449,-0.18491785,8.814292,536,6
8.055085,-0.17770252,8.841082,536,6
7.7090745,-0.4667998,-6.454545,538,1
7.7269325,-0.4480496,-6.434778,538,1
7.747513,-0.42708203,-6.4448986,538,1
7.727029,-0.44859195,-6.437154,538,1
7.7260346,-0.44940808,-6.4371743,538,1
7.7267413,-0.44864142,-6.4377036,538,1
9.986299,1.6332747,-1.1966606,538,2
9.990677,1.6322292,-1.1943239,538,2
9.98406,1.633769,-1.197,538,2
9.979473,1.6379176,-1.1966251,538,2
9.974062,1.6279048,-1.2108266,538,2
9.981957,1.6357112,-1.1951586,538,2
14.775209,1.8532552,6.6551604,538,3
14.749494,1.9195328,6.5720983,538,3
14.71701,1.8807437,6.519361,538,3
14.688239,1.8346701,6.502836,538,3
14.687111,1.8082976,6.48196,538,3
14.657412,1.7546251,6.462489,538,3
6.5247474,1.0082593,15.739143,538,4
6.5342846,1.0041223,15.742525,538,4
6.5292892,1.0132486,15.73243,538,4
6.53406,1.0070535,15.738608,538,4
6.5512023,0.9984092,15.748688,538,4
6.542529,0.9960154,15.749762,538,4
6.543062,0.9873849,15.759413,538,4
15.36537,2.5265431,6.0911613,538,5
15.362723,2.526681,6.0875707,538,5
15.365159,2.5280385,6.0910883,538,5
15.353216,2.5170808,6.102813,538,5
15.326041,2.4982803,6.077463,538,5
15.366278,2.5285406,6.0904813,538,5
11.588421,1.0581443,-2.1277704,538,6
11.57695,1.0618595,-2.1175647,538,6
11.586011,1.060189,-2.1261907,538,6
11.581079,1.0599136,-2.1215458,538,6
11.5878105,1.0585444,-2.1272798,538,6
11.588221,1.058311,-2.1277428,538,6
11.132604,1.0989102,-1.7738076,538,7
11.130002,1.0973991,-1.7714813,538,7
11.120644,1.0919873,-1.7616627,538,7
11.141342,1.0996796,-1.779577,538,7
11.126344,1.0984082,-1.7683194,538,7
11.137638,1.0998306,-1.7781974,538,7
6.4434757,0.45610255,16.46975,538,8
6.442547,0.44902617,16.476461,538,8
6.4420633,0.44850564,16.47735,538,8
6.4430346,0.45377782,16.470825,538,8
6.442626,0.44934988,16.476866,538,8
6.440912,0.4450058,16.482231,538,8
6.4418173,0.44681942,16.479376,538,8
15.142827,-10.888119,9.626887,540,1
15.1427965,-10.888196,9.626793,540,1
15.142829,-10.888097,9.6269045,540,1
15.142841,-10.88787,9.627028,540,1
15.142825,-10.888086,9.6268835,540,1
15.142905,-10.888129,9.626885,540,1
9.211105,-7.2697444,9.040866,540,2
9.220524,-7.3006153,9.024423,540,2
9.246271,-7.357212,8.996736,540,2
9.207389,-7.2740445,9.043779,540,2
9.228853,-7.31141,9.021527,540,2
9.214327,-7.2792997,9.037622,540,2
8.138281,11.73119,15.19393,540,3
8.13827,11.731195,15.193923,540,3
8.13826,11.731232,15.193914,540,3
8.13828,11.731208,15.193941,540,3
8.138281,11.73121,15.19394,540,3
8.13827,11.731199,15.193941,540,3
7.7978125,4.612763,10.02262,540,4
7.7957153,4.605728,10.015959,540,4
7.799032,4.6074076,10.014301,540,4
7.8111343,4.6227083,10.035347,540,4
7.8086543,4.628221,10.0393505,540,4
7.796898,4.6027064,10.006289,540,4
7.8081903,4.617249,10.023295,540,4
0.9339689,-7.525079,14.576888,540,5
0.9129858,-7.535406,14.555901,540,5
0.92086196,-7.5346465,14.563796,540,5
0.92077017,-7.5343785,14.563759,540,5
0.92215216,-7.5344787,14.565066,540,5
0.92098105,-7.534595,14.563923,540,5
8.603011,-5.5497546,18.206543,540,6
8.603016,-5.5497675,18.206533,540,6
8.603006,-5.5497684,18.206545,540,6
8.603016,-5.5497813,18.206533,540,6
8.603007,-5.549761,18.20653,540,6
8.603005,-5.5497737,18.20654,540,6
9.453266,-7.7630124,8.055909,540,7
9.454069,-7.764303,8.050524,540,7
9.449572,-7.758325,8.049392,540,7
9.454096,-7.764208,8.062019,540,7
9.451408,-7.763956,8.065886,540,7
9.456544,-7.7666135,8.072946,540,7
5.9684095,3.0357337,-10.810139,540,8
5.968419,3.0357432,-10.810133,540,8
5.9684315,3.035779,-10.810154,540,8
5.968413,3.0357575,-10.810164,540,8
5.96842,3.0357432,-10.810132,540,8
5.968425,3.035747,-10.810148,540,8
5.9684176,3.0357351,-10.810122,540,8
6.800789,-0.8434721,2.1169858,542,1
6.796773,-0.84580517,2.1164985,542,1
6.785458,-0.850912,2.119288,542,1
6.8024426,-0.84389704,2.1161163,542,1
6.8059525,-0.84308165,2.1162565,542,1
6.7975035,-0.8456212,2.1165931,542,1
9.320262,-7.644681,8.808993,542,2
9.322706,-7.6475472,8.806809,542,2
9.3347435,-7.666529,8.801086,542,2
9.323351,-7.64688,8.809984,542,2
9.314385,-7.627334,8.818056,542,2
9.326971,-7.6486745,8.808377,542,2
6.47487,1.0892036,15.645188,542,4
6.488385,1.0988518,15.628377,542,4
6.501267,1.0855864,15.641226,542,4
6.5187,1.0606952,15.667728,542,4
6.505189,1.0772886,15.65092,542,4
6.4999576,1.0921088,15.631967,542,4
-5.8856616,-8.573399,3.2545736,542,5
-5.885241,-8.57302,3.2546914,542,5
-5.885199,-8.572993,3.2547052,542,5
-5.885268,-8.573047,3.2546856,542,5
-5.8852606,-8.573047,3.2546868,542,5
-5.8853574,-8.5730095,3.254805,542,5
-5.8852534,-8.573034,3.2547011,542,5
-1.689028,2.8750885,7.418498,542,6
-1.689095,2.8750885,7.4184523,542,6
-1.6886567,2.8746064,7.417737,542,6
-1.690011,2.8748636,7.41793,542,6
-1.689042,2.875038,7.418388,542,6
-1.687413,2.8741264,7.4178452,542,6
-5.559472,-9.995517,6.334633,542,7
-5.558781,-9.995034,6.3345776,542,7
-5.559044,-9.995322,6.334741,542,7
-5.559645,-9.995822,6.3348866,542,7
-5.565633,-10.000446,6.3354254,542,7
-5.559879,-9.995961,6.3348036,542,7
6.468447,1.2862566,15.373818,542,8
6.4679775,1.2893425,15.370155,542,8
