x,y,z,pid,camid
-4.49394,10.265384,8.509032,502,2
-3.2989473,-1.5313362,-2.8039467,572,8
1.2400591,-12.343443,2.0733685,564,7
5.263342,-10.607064,14.433729,518,5
-4.2629375,9.929162,8.206173,502,7
6.1226687,-5.2352896,-3.5234451,580,8
9.712324,-0.35835987,10.172373,518,1
7.7828712,9.509803,6.935777,502,3
3.8156633,13.609575,9.310988,556,3
1.7937781,5.5161138,5.4965377,524,2
1.155927,-6.1185646,1.235421,526,1
-0.12280635,9.487832,0.6737795,526,5
-4.424247,5.4195776,4.560715,524,6
5.968405,3.0357344,-10.810176,540,8
1.7829303,-6.3091784,6.5451074,530,2
0.9211316,1.9148762,-3.921204,532,1
7.7990775,4.6108093,10.0190935,540,4
6.27058,8.372958,-4.6586385,532,8
4.494915,-2.3671434,3.2272983,554,5
9.593695,-7.89779,8.762605,558,8
-6.5639715,1.1266557,14.723204,598,2
2.394499,6.4924183,6.1196547,568,1
1.5982218,-0.13990685,5.7158546,514,3
1.7900703,-3.3071294,20.339773,514,7
0.11289566,-10.2376175,12.707957,502,5
8.138347,11.731148,15.193995,540,3
1.81594,2.3640082,-3.3707988,532,2
6.0196824,-3.5033572,-4.348032,564,5
1.4223806,4.9277697,5.425486,514,2
5.501012,1.4662285,10.215419,600,1
10.673672,-3.7950823,2.9706168,572,2
7.2150364,3.2499793,9.746991,572,6
3.2286956,9.324361,-6.650011,598,7
5.7331204,-4.1329393,-3.565466,580,6
19.25676,-1.2948192,-1.2573054,570,5
-3.2817407,-8.789526,-0.3032347,552,5
-3.0500007,-2.3086975,1.2884388,548,7
3.1633718,9.694721,6.8734565,534,5
13.5909195,0.82147413,16.969772,546,4
5.7020583,1.0383301,11.356237,550,2
9.257403,1.3909755,9.499394,536,2
6.828021,-3.536942,-4.816588,590,6
16.62842,-5.6741652,-1.4666175,534,4
16.195446,3.1262999,1.7908204,520,5
5.841945,13.332047,7.8207636,552,4
6.206528,-1.0414155,2.180004,548,2
11.521561,-2.8159907,1.5074046,574,8
8.942063,11.292696,10.063474,590,4
13.005025,2.1523528,5.361168,586,6
10.689143,-4.535988,3.2179706,592,7
8.400329,-1.0269688,7.274691,588,8
6.961503,8.913003,2.7462268,510,1
2.963054,3.999082,15.3983755,588,1
11.094621,7.779993,5.311112,576,1
5.272093,-5.3400674,5.326302,506,6
1.3120494,-2.9648728,20.9705,578,7
3.928934,-3.2099857,2.0774481,508,8
-5.2808547,9.520171,3.6318882,560,6
5.591345,-1.076359,2.1912982,508,1
14.940464,1.4225451,7.186597,552,6
8.91736,4.119136,-1.1901836,562,1
12.732076,-4.7533283,15.438471,578,3
5.1675124,1.7840548,10.015338,550,1
7.048943,10.643767,-4.6209884,504,8
6.7584004,-0.17479637,10.769694,536,5
12.587721,9.415212,-2.631012,522,4
7.655868,4.2113323,9.22833,534,6
7.6930947,-12.506249,1.5006499,520,2
5.7814384,-1.3018154,8.385047,588,5
6.852422,-7.030347,-8.944888,546,2
16.433779,-5.487654,-1.2687663,534,7
11.623785,-7.0289726,9.520746,522,8
6.99416,8.430835,8.351008,544,5
8.17213,-0.25995505,8.719425,550,7
2.5967326,11.269864,7.590545,522,6
13.126243,2.0043192,4.9816117,586,1
5.5070543,-1.3699565,9.693005,512,1
14.590731,1.5435623,6.4003196,586,5
13.548798,2.4943993,-1.5136129,506,4
16.472702,7.6317925,8.404469,578,5
11.537348,-2.8404765,1.5325824,574,8
1.4250071,-6.1949315,0.92848295,590,2
2.0723388,-1.2705094,-0.30420655,508,2
6.4452734,0.4650271,16.456867,538,8
-0.3082402,0.9585987,12.484089,574,4
9.455975,-4.7968764,-7.095759,584,7
2.099866,-8.960675,-7.4355283,576,7
1.5665224,-0.22085774,-0.5976069,508,6
19.255836,-1.2942795,-1.2567831,570,5
-1.9870558,3.5498292,-1.2600776,570,8
8.056181,-2.6895716,-3.368229,600,5
18.494247,-2.7590485,5.0361958,594,7
-1.6374068,-2.083566,-9.13766,564,4
6.6142373,16.024796,4.822107,594,3
2.3987455,6.4969254,6.123056,582,1
4.3503957,-1.9812111,9.355389,570,1
-9.334669,0.39211002,4.253533,568,5
17.82227,-2.0887167,5.1151752,594,6
1.6685574,-6.891224,6.6580076,530,1
2.1150215,-0.9669391,-0.47036406,566,6
4.7605233,2.7263753,9.178672,570,4
2.469895,-8.242618,6.7414937,530,5
1.5972466,-0.14012726,5.715041,514,3
1.720643,-15.053687,6.36722,556,8
-1.7602524,-5.0639467,-1.1417998,554,8
9.83861,-8.183208,8.934109,558,5
6.2991614,8.397164,-4.686939,532,8
4.8784757,-3.9278524,-3.4919355,524,7
0.955849,1.9473683,-3.8863316,532,1
-2.2512882,-5.2906084,-1.0696924,524,3
-3.236738,-0.45580578,0.13680886,554,1
2.1983964,-7.869019,6.84367,528,6
-0.12328197,9.490757,0.67440534,526,5
13.806085,2.1405401,5.363253,558,4
9.31778,-7.64372,8.809234,542,2
6.117009,-5.2268734,-3.5191011,580,8
3.8153584,13.609888,9.311161,556,3
0.9175495,-7.5361266,14.5604725,540,5
7.7749147,9.498466,6.951051,502,3
8.2176,8.824764,0.53074867,514,1
13.3863945,-2.297807,4.533842,580,5
0.7846603,-12.511028,2.534775,570,6
2.398906,6.5535407,-0.59484494,516,6
-3.2988238,-1.5313691,-2.8038974,572,8
-4.5015593,10.276534,8.518955,502,2
17.788887,-6.859219,3.8399289,594,1
6.293947,8.395993,-4.680885,532,8
18.44519,-3.0226398,5.146556,594,5
7.2071524,-3.4110813,-4.314714,568,6
4.788182,2.8912683,9.024839,580,4
-3.2678423,-0.47752276,0.15811884,554,1
1.7934849,2.345769,-3.389142,532,2
11.710856,-2.8120174,-6.578712,554,2
12.388133,-6.94771,6.593229,596,1
1.730877,-7.36683,7.3645706,530,8
17.968857,-0.8729489,8.81683,528,4
18.710333,-0.9193381,4.905491,556,5
6.7786345,-0.85284543,2.1182182,542,1
3.2285528,9.326721,-6.652333,598,7
-5.967111,-0.27681422,-6.3037753,556,4
1.3016549,-7.709225,7.1541605,528,5
5.85975,8.185668,-4.265291,566,3
1.4176537,4.919546,5.4243255,514,2
-1.6376563,-2.083719,-9.137972,564,4
6.029058,1.1251986,10.9538355,600,8
4.727467,-1.8987399,2.4951198,566,7
10.090333,0.026389971,10.114559,518,6
-1.9727898,3.5436566,-1.2727627,570,8
7.864418,-0.97370595,8.45078,580,2
5.4799275,-11.369193,14.7011,518,2
2.9961176,-3.588193,1.5572134,516,1
5.504245,1.4550999,10.209243,600,1
4.760691,2.6613302,9.235902,570,4
2.144635,-0.97519624,-0.46337304,566,6
-9.334867,0.3922321,4.2538133,568,5
11.926756,-0.45793796,10.656237,564,8
-6.5530195,1.1249417,14.726063,598,2
18.178436,-0.57408845,8.84149,518,3
1.7272127,-7.3668714,7.354075,530,8
-3.0741055,6.9939666,-0.8343971,528,7
1.6095583,3.3591378,-3.4128532,532,5
-4.493795,10.265344,8.509008,502,2
10.874673,0.98124224,-1.5293179,530,6
-3.2351327,-0.45518354,0.13598816,554,1
17.880407,-1.1422501,8.9028,528,3
9.356418,1.0728478,9.657512,580,1
8.023512,5.010968,-4.849534,556,7
0.8922603,-7.5454373,14.534834,540,5
15.142815,-10.888249,9.626773,540,1
2.394958,6.5599356,-0.5906772,516,6
1.171155,-6.1342835,1.2192603,526,1
8.206133,8.81028,0.5160169,514,1
5.3753033,0.96793866,11.633513,600,2
2.387348,6.561672,-0.5837079,516,6
1.222828,-12.363263,2.0904903,564,7
1.6694382,0.0061238487,5.4435153,514,5
6.1207943,-5.234063,-3.5218313,580,8
1.5801173,6.2486067,4.2032547,564,2
-1.6552025,3.4835677,8.563791,598,1
8.631844,-2.8324637,-2.8911197,600,3
-0.037533928,-2.459881,5.630717,596,2
4.111943,10.454438,6.484633,566,8
0.9155078,1.9114205,-3.9255714,532,1
4.521475,6.5032306,14.176082,594,8
18.461708,-3.046066,5.1631927,594,5
1.663947,-6.856575,6.6433907,530,1
0.22954383,-2.371585,5.397391,596,8
8.138281,11.731221,15.193966,540,3
-6.5513277,1.1259248,14.725,598,2
2.4673014,-8.235672,6.735218,530,5
1.7732131,-0.4472964,-0.59714293,566,2
3.9296646,-1.8816454,9.082053,524,1
7.7754855,1.4118239,-1.8857834,532,3
15.84728,-8.54757,11.87755,554,3
-2.2377133,-5.359348,-2.821477,530,4
11.87719,-9.658572,-1.5416408,524,5
1.294096,3.7419019,-3.5879734,532,7
7.288482,0.7707356,10.638287,550,6
-5.531898,4.1131406,-0.55149513,534,8
17.64775,3.904297,16.378275,552,8
8.021629,-0.10827089,8.89572,536,6
13.082003,1.9278281,4.8443847,552,1
10.6680765,7.1277833,9.583803,534,1
5.8416986,13.332251,7.8206806,552,4
16.70575,2.5997767,1.4864029,520,8
11.520898,-3.0709007,1.7879045,574,1
13.5649605,2.5110583,-1.530569,506,4
11.819747,-7.3166437,9.358643,544,2
8.4239025,-1.0259231,7.2760916,588,8
5.844741,-1.2847059,12.96438,510,8
7.3550334,0.22527121,10.318415,510,5
12.993095,12.644481,1.7096803,552,3
7.6965165,-12.504998,1.4973923,520,2
17.107653,5.6950755,9.448022,560,3
2.9829755,3.9800956,15.378608,588,1
6.940866,8.903156,2.7539663,510,1
9.801563,-2.817539,-8.305036,590,5
6.935824,-1.5258863,9.368165,504,5
1.3077946,-2.9660544,20.975594,578,7
5.245601,-5.3673944,5.3515615,506,6
13.364267,0.7097962,17.372108,546,7
7.6890554,4.2486753,9.206283,534,6
7.8867974,-3.3781548,8.550942,512,3
6.7046685,-1.6256607,9.306062,504,1
7.435745,3.6842666,8.745584,576,4
7.974226,-1.280859,8.222189,588,4
7.361915,0.41698697,10.50316,550,5
13.377059,0.71923614,17.362364,546,7
15.785968,1.7500987,1.9333026,520,7
6.8523173,-7.031279,-8.944844,546,2
7.694479,-12.505954,1.499413,520,2
2.3276756,9.053826,7.452433,544,8
8.9495945,3.3519394,-0.88297665,586,2
9.104304,-6.971962,9.172698,578,2
16.44742,-5.5015655,-1.2826179,534,7
13.142842,2.0221386,4.9969482,586,1
-1.7504632,2.3238864,13.2525015,510,2
10.989752,-3.6975842,2.5604458,588,2
-3.1112728,1.5127851,14.490658,578,8
2.6027262,6.583824,-0.8031734,584,6
6.7397833,-3.6222482,-4.923488,590,7
14.633199,1.5813749,6.4407406,586,5
7.3357663,0.7360296,10.601438,550,6
9.452797,0.17457059,17.02678,522,7
11.168917,6.7741942,-3.3836575,576,3
1.653496,-7.3015847,9.626679,560,5
2.0999568,-8.961278,-7.436464,576,7
9.439975,-4.8129973,-7.0795307,584,7
-0.30775523,0.9580937,12.484,574,4
-0.16322011,-10.019724,12.991227,502,1
-0.1635419,-10.019536,12.991445,502,1
-0.16186047,-10.020814,12.989778,502,1
-0.16345337,-10.019512,12.9913845,502,1
-0.16880448,-10.014777,12.99664,502,1
-0.16216445,-10.020487,12.990096,502,1
-4.491738,10.262351,8.506179,502,2
-4.4986014,10.272277,8.51509,502,2
-4.5139065,10.287427,8.530417,502,2
-4.4978623,10.271177,8.514234,502,2
-4.488389,10.257434,8.501929,502,2
-4.495692,10.267929,8.511416,502,2
-4.495551,10.267835,8.511269,502,2
7.782619,9.50758,6.938169,502,3
7.7965236,9.522492,6.922136,502,3
7.7842193,9.509605,6.9356074,502,3
7.7826695,9.507936,6.937796,502,3
7.7882996,9.510899,6.9337153,502,3
7.781517,9.506132,6.9397116,502,3
4.652954,-3.6980245,4.155792,502,4
4.649473,-3.691216,4.146814,502,4
4.6519604,-3.6950116,4.150952,502,4
4.6518044,-3.6989543,4.155016,502,4
4.6653943,-3.7090173,4.165264,502,4
4.6523995,-3.6998413,4.155442,502,4
0.112874135,-10.237722,12.707964,502,5
0.106455736,-10.232632,12.714488,502,5
0.10660291,-10.232795,12.714285,502,5
0.10681688,-10.232499,12.713691,502,5
0.10679635,-10.232872,12.714125,502,5
0.10682677,-10.232845,12.714052,502,5
2.7533543,-1.1139941,-0.5240518,502,6
2.7297506,-1.1081854,-0.52061427,502,6
2.7787805,-1.1355116,-0.547736,502,6
2.7411163,-1.1025283,-0.51347476,502,6
2.7534378,-1.1128944,-0.52407384,502,6
2.7514734,-1.1116728,-0.52360135,502,6
2.7649324,-1.1138014,-0.5262015,502,6
-4.2538114,9.915723,8.194224,502,7
-4.2557974,9.919416,8.197365,502,7
-4.2494173,9.909344,8.188416,502,7
-4.2540207,9.915997,8.194404,502,7
-4.2509294,9.911497,8.1903,502,7
-4.2536173,9.915487,8.193978,502,7
14.286953,1.9226608,6.1588106,502,8
14.278759,1.9163561,6.1403103,502,8
14.270884,1.9232534,6.133158,502,8
14.259133,1.9251131,6.1217346,502,8
14.272276,1.9236972,6.134861,502,8
14.248327,1.94489,6.111372,502,8
6.7084312,-1.6461412,9.301625,504,1
6.6773353,-1.6402605,9.298131,504,1
6.6878176,-1.6305513,9.306024,504,1
6.673429,-1.6391168,9.297013,504,1
6.7018557,-1.6255901,9.305486,504,1
6.7100363,-1.612269,9.286827,504,1
7.0755386,-1.1015692,9.699835,504,2
7.0711565,-1.1332009,9.679197,504,2
7.079568,-1.1242025,9.687817,504,2
7.0739737,-1.1407117,9.674653,504,2
7.0893235,-1.1139433,9.6925745,504,2
7.0802593,-1.123821,9.687797,504,2
7.064709,-1.1604064,9.660302,504,2
9.959008,-10.246724,8.192192,504,3
9.95736,-10.246582,8.194166,504,3
9.944145,-10.259737,8.2064495,504,3
9.958858,-10.245259,8.193035,504,3
9.957208,-10.246941,8.19427,504,3
9.957653,-10.246131,8.1939125,504,3
6.9488325,-1.5373913,9.340307,504,5
6.9775004,-1.4936342,9.386304,504,5
6.9478784,-1.5088108,9.377237,504,5
6.92103,-1.5297248,9.368109,504,5
6.9561777,-1.5030489,9.378663,504,5
6.947193,-1.5327272,9.355722,504,5
12.106966,-7.5092344,6.6930184,504,6
12.093951,-7.518094,6.708129,504,6
12.092549,-7.5205817,6.708455,504,6
12.093647,-7.51957,6.708449,504,6
12.067121,-7.5463057,6.731441,504,6
12.09519,-7.5147505,6.706814,504,6
11.961806,-9.283039,1.471848,504,7
11.959732,-9.279684,1.4764316,504,7
11.961197,-9.283066,1.4723678,504,7
11.956992,-9.281335,1.478417,504,7
11.954078,-9.276166,1.4852086,504,7
11.954867,-9.274377,1.4844986,504,7
11.939576,-9.289468,1.4918164,504,7
7.0491276,10.644054,-4.6209598,504,8
7.0488005,10.643552,-4.621023,504,8
7.048848,10.6435585,-4.6209617,504,8
7.0489163,10.64374,-4.620927,504,8
7.0488696,10.643559,-4.6209583,504,8
7.0489717,10.643251,-4.620827,504,8
-2.6581848,-0.8019067,8.2511425,506,1
-2.65727,-0.8027562,8.250336,506,1
-2.6581328,-0.8020452,8.251149,506,1
-2.6582787,-0.8017673,8.251208,506,1
-2.6581564,-0.8018692,8.2510805,506,1
-2.6573026,-0.80276,8.25034,506,1
1.6259807,2.076125,-3.5766199,506,2
1.6443895,2.0985699,-3.5566025,506,2
1.639807,2.0980728,-3.560903,506,2
1.6419165,2.0927308,-3.5629027,506,2
1.6365402,2.0949185,-3.5680714,506,2
1.6315558,2.0838711,-3.5727165,506,2
4.050663,-5.769461,8.123167,506,3
4.0502114,-5.759676,8.113597,506,3
4.051799,-5.7612205,8.113971,506,3
4.063342,-5.776376,8.132126,506,3
4.04452,-5.7471075,8.10491,506,3
4.0382776,-5.743532,8.1013155,506,3
4.044308,-5.7489033,8.106616,506,3
13.60027,2.544274,-1.56195,506,4
13.563826,2.5073354,-1.5258183,506,4
13.566264,2.511874,-1.5312365,506,4
13.566964,2.5127015,-1.5320668,506,4
13.566198,2.5121145,-1.5315514,506,4
13.5664835,2.5122578,-1.5315591,506,4
5.3395934,-5.2777557,5.265346,506,5
5.305629,-5.3113976,5.2976265,506,5
5.3351517,-5.283328,5.2697043,506,5
5.3390775,-5.2771044,5.264406,506,5
5.3364167,-5.2813907,5.2682037,506,5
5.337822,-5.2804527,5.267238,506,5
5.2900786,-5.321763,5.306403,506,6
5.271986,-5.3253536,5.307531,506,6
5.275903,-5.335283,5.3219934,506,6
5.2736287,-5.338197,5.32342,506,6
5.263698,-5.3487325,5.3338857,506,6
5.275293,-5.3369546,5.327019,506,6
11.583914,2.4259171,-8.810586,506,7
11.583993,2.425875,-8.810598,506,7
11.583965,2.4258363,-8.810529,506,7
11.583945,2.4258225,-8.81048,506,7
11.583938,2.425802,-8.810436,506,7
11.583993,2.425792,-8.8105,506,7
11.583891,2.4256454,-8.810059,506,7
4.1127815,-6.0458536,8.361101,506,8
4.105822,-6.0704618,8.385389,506,8
4.10574,-6.070931,8.385446,506,8
4.1051717,-6.072893,8.387482,506,8
4.0975723,-6.092391,8.405688,506,8
4.0952663,-6.0907426,8.404402,506,8
5.594468,-1.0754838,2.189302,508,1
5.6127324,-1.0829333,2.1793363,508,1
5.5792046,-1.0697464,2.1788151,508,1
5.599828,-1.068918,2.1943624,508,1
5.600538,-1.0701315,2.1916432,508,1
5.594208,-1.0737623,2.192677,508,1
2.0816503,-1.249697,-0.31658873,508,2
2.077621,-1.2575637,-0.31198993,508,2
2.0835166,-1.217877,-0.33406138,508,2
2.081255,-1.2313643,-0.32616976,508,2
2.101275,-1.2000731,-0.3486002,508,2
2.089061,-1.2165837,-0.336393,508,2
13.105761,9.659717,9.398695,508,3
13.105761,9.659792,9.398696,508,3
13.105777,9.659742,9.398632,508,3
13.105696,9.659698,9.398674,508,3
13.105585,9.659722,9.398756,508,3
13.105338,9.65941,9.3987875,508,3
13.105695,9.659703,9.398681,508,3
2.8546627,7.3363643,-1.358771,508,4
2.8552282,7.3384643,-1.3603998,508,4
2.8564606,7.340993,-1.3621324,508,4
2.8569815,7.3411603,-1.3623581,508,4
2.8711205,7.354599,-1.3765751,508,4
2.8558328,7.3378897,-1.3593055,508,4
4.705958,-1.7269732,2.3402767,508,5
4.73678,-1.6983439,2.3148599,508,5
4.7297873,-1.7470876,2.3327825,508,5
4.7341566,-1.6858474,2.3180957,508,5
4.7277775,-1.7369556,2.358748,508,5
4.7408996,-1.7338367,2.3455904,508,5
1.5619295,-0.21424673,-0.5994268,508,6
1.5636826,-0.21628179,-0.59910136,508,6
1.5577906,-0.20962197,-0.59909606,508,6
1.5583532,-0.21074077,-0.59881216,508,6
1.5583591,-0.21013851,-0.59973586,508,6
1.5590935,-0.21039689,-0.6004992,508,6
3.7999308,-3.3021686,1.9922684,508,7
3.8014312,-3.2840953,1.9883353,508,7
3.7898452,-3.3063266,1.9865066,508,7
3.8154032,-3.2991855,2.0027218,508,7
3.7839682,-3.315685,1.9783664,508,7
3.8035958,-3.3028684,1.9934729,508,7
3.8109632,-3.292478,1.9980615,508,7
3.901654,-3.239655,2.051536,508,8
3.930975,-3.2110586,2.0776892,508,8
3.9338129,-3.2057173,2.0817435,508,8
3.958556,-3.1900346,2.1009064,508,8
3.9407818,-3.2164938,2.075287,508,8
3.9455545,-3.194769,2.094544,508,8
6.946427,8.913756,2.7592614,510,1
6.9469,8.904648,2.7525659,510,1
6.9270043,8.881792,2.734397,510,1
6.946724,8.903612,2.753201,510,1
6.9468303,8.9045105,2.7521856,510,1
6.947313,8.904668,2.7520192,510,1
-1.7376533,2.3125992,13.24162,510,2
-1.7584254,2.3251498,13.253397,510,2
-1.7361766,2.3186195,13.24833,510,2
-1.7378997,2.313453,13.241399,510,2
-1.7480915,2.322774,13.251852,510,2
-1.7343901,2.3170965,13.25124,510,2
4.9863925,0.5011239,-10.092418,510,3
4.9864044,0.50114197,-10.092411,510,3
4.9863954,0.50113916,-10.092437,510,3
4.986418,0.50112736,-10.092445,510,3
4.986414,0.5011659,-10.092448,510,3
4.9863796,0.50112426,-10.092436,510,3
4.9863844,0.50112534,-10.092434,510,3
10.233365,0.807453,9.336883,510,4
10.23126,0.81557614,9.322499,510,4
10.213776,0.81514347,9.337824,510,4
10.233846,0.8170847,9.328243,510,4
10.234282,0.8157904,9.328133,510,4
10.233912,0.81796986,9.326153,510,4
7.3497195,0.22423652,10.307446,510,5
7.3440695,0.24957836,10.341944,510,5
7.354104,0.22017996,10.318407,510,5
7.353055,0.22765712,10.31934,510,5
